Id_studenta,Imie,Nazwisko,Uczelnia,Miejsce_zam,Rok_studiow,Dochod_na_osobe,,,miasta,
795,Angelika,Bartusiak,Uniwersytet Rolniczy,Tarnobrzeg,III,365,,,Tarnobrzeg,
796,Grzegorz,Sawicki,Uniwersytet Krolewski,Mikolajki,III,2857,,,Mikolajki,
797,Maciej,Boni,Uniwersytet Krolewski,Wodzislaw Slaski,IV,2667,,,Wodzislaw Slaski,
798,Dorota,Blaszczyk,Politechnika Krolewska,Zamosc,I,1145,,,Zamosc,
799,Oliwia,Bogdal,Akademia Sztuk Pieknych,Jaworzno,III,2021,,,Jaworzno,
800,Patryk,Kopytko,Politechnika Informatyczno-Elektroniczna,Slawkow,I,3142,,,Slawkow,
801,Monika,Mielecka,Politechnika Informatyczno-Elektroniczna,Strzelce Opolskie,I,669,,,Strzelce Opolskie,
802,Andrzej,Stefanczyk,Uniwersytet Krolewski,Rajcza,V,1992,,,Rajcza,
803,Patryk,Fiszer,Politechnika Krolewska,Cieszyn,I,1576,,,Cieszyn,
804,Wislawa,Maciejewska,Uniwersytet Rolniczy,Jastrzebie-Zdroj,IV,3031,,,Jastrzebie-Zdroj,
805,Jozef,Krosno,Politechnika Informatyczno-Elektroniczna,Sucha Beskidzka,I,1102,,,Sucha Beskidzka,
806,Maksym,Znojek,Uniwersytet Krolewski,Swietochlowice,II,1934,,,Swietochlowice,
807,Przemyslaw,Kaczmarek,Uniwersytet Krolewski,Wodzislaw Slaski,III,1140,,,Wodzislaw Slaski,
808,Zofia,Barszczewska,Politechnika Krolewska,Swietochlowice,II,957,,,Swietochlowice,
809,Artur,Binkowski,Politechnika Informatyczno-Elektroniczna,Debowiec,I,1149,,,Debowiec,
810,Adam,Jankowski,Politechnika Informatyczno-Elektroniczna,Nowy Sacz,I,2449,,,Nowy Sacz,
811,Adam,Skalny,Uniwersytet Rolniczy,Myslowice,III,426,,,Myslowice,
812,Mariusz,Garlowski,Uniwersytet Krolewski,Katowice,II,2438,,,Katowice,
813,Beata,Nowotarska,Politechnika Informatyczno-Elektroniczna,Julianka,I,443,,,Julianka,
814,Maciej,Mojsanowicz,Politechnika Krolewska,Siemianowice Slaskie,I,2736,,,Siemianowice Slaskie,
815,Anastazja,Majewska,Politechnika Informatyczno-Elektroniczna,Bielsko - Biala,II,1476,,,Bielsko - Biala,
816,Dorota,Zybowska,Politechnika Informatyczno-Elektroniczna,Szczekociny,I,1338,,,Szczekociny,
817,Oskar,Kozlowski,Politechnika Informatyczno-Elektroniczna,Dobre Miasto,I,1767,,,Dobre Miasto,
818,Pawel,Guzik,Uniwersytet Sportu i Turystyki,Jejkowice,II,596,,,Jejkowice,
819,Roman,Jakubczyk,Politechnika Informatyczno-Elektroniczna,Chalupki,II,1621,,,Chalupki,
820,Celina,Mieleszko,Politechnika Informatyczno-Elektroniczna,Siewierz,I,667,,,Siewierz,
821,Joanna,Bycz,Uniwersytet Krolewski,Baborow,III,1555,,,Baborow,
822,Marek,Walbiner,Uniwersytet Krolewski,Sanok,V,2479,,,Sanok,
823,Robert,Kasa,Wyzsza Szko�a Techniczna,Kedzierzyn-Kozle,I,2535,,,Kedzierzyn-Kozle,
824,Piotr,Hardy,Politechnika Informatyczno-Elektroniczna,Rabka,I,2849,,,Rabka,
825,Radoslawa,Poniedzialek,Politechnika Informatyczno-Elektroniczna,Zabrze,V,1720,,,Zabrze,
826,Dorota,Stachowska,Politechnika Krolewska,Raciborz,I,2242,,,Raciborz,
827,Iwona,Bardzio,Uniwersytet Krolewski,Jaworzno,I,3124,,,Jaworzno,
828,Zygmunt,Banachowicz,Politechnika Krolewska,Olszyna,II,3239,,,Olszyna,
829,Adam,Krakowski,Uniwersytet Krolewski,Zakopane,I,2391,,,Zakopane,
830,Teresa,Grabik,Politechnika Krolewska,Miechow,V,3145,,,Miechow,
831,Szymon,Czaja,Politechnika Informatyczno-Elektroniczna,Rogoznik,V,912,,,Rogoznik,
832,Cezar,Adamski,Akademia Sztuk Pieknych,Tarnowskie Gory,IV,1316,,,Tarnowskie Gory,
833,Krystian,Dziwulski,Politechnika Informatyczno-Elektroniczna,Przemysl,I,2368,,,Przemysl,
834,Joanna,Andrychowicz,Uniwersytet Krolewski,Lublin,I,1032,,,Lublin,
835,Filip,Balica,Politechnika Informatyczno-Elektroniczna,Glucholazy,I,1617,,,Glucholazy,
836,Patrycja,Kantor,Politechnika Informatyczno-Elektroniczna,Kuznia Raciborska,IV,534,,,Kuznia Raciborska,
837,Oskar,Ryba,Politechnika Informatyczno-Elektroniczna,Jozefow,II,2275,,,Jozefow,
838,Miron,Raban,Politechnika Informatyczno-Elektroniczna,Pyrzowice,IV,1362,,,Pyrzowice,
839,Przemyslaw,Choloniewski,Uniwersytet Ekonomiczny,Cieszyn,V,2602,,,Cieszyn,
840,Sebastian,Carek,Politechnika Informatyczno-Elektroniczna,Gieraltowice,II,2328,,,Gieraltowice,
841,Karol,Wlodek,Politechnika Informatyczno-Elektroniczna,Katowice,IV,2534,,,Katowice,
842,Bogdan,Benedykt,Akademia Sztuk Pieknych,Swinoujscie,I,2228,,,Swinoujscie,
843,Brygida,Jakobik,Uniwersytet Krolewski,Olkusz,V,2648,,,Olkusz,
844,Paulina,Szeruga,Uniwersytet Krolewski,Olkusz,I,2077,,,Olkusz,
845,Jadwiga,Loch,Uniwersytet Krolewski,Myslowice,I,1676,,,Myslowice,
846,Ewa,Sosnowska,Uniwersytet Ekonomiczny,Nysa,I,1151,,,Nysa,
847,Roman,Aronowski,Uniwersytet Pedagogiczny,Swietochlowice,I,1576,,,Swietochlowice,
848,Jaroslaw,Szczepanski,Uniwersytet Krolewski,Nowy Targ,II,2180,,,Nowy Targ,
849,Andrzej,Bilinski,Wyzsza Szko�a Techniczna,Dobre Miasto,I,1048,,,Dobre Miasto,
850,Jacek,Halemba,Uniwersytet Ekonomiczny,Ciechocinek,II,1165,,,Ciechocinek,
851,Tomasz,Wojtkiewicz,Politechnika Informatyczno-Elektroniczna,Poznan,I,2811,,,Poznan,
852,Mateusz,Kojec,Politechnika Krolewska,Slawkow,I,1884,,,Slawkow,
853,Ewelina,Ambroziak,Politechnika Krolewska,Bialaszewo,I,2891,,,Bialaszewo,
854,Beata,Moskala,Politechnika Krolewska,Myslowice,IV,972,,,Myslowice,
855,Kamil,Amanowicz,Politechnika Krolewska,Wodzislaw Slaski,I,535,,,Wodzislaw Slaski,
856,Jadwiga,Chodorowska,Uniwersytet Krolewski,Naleczow,I,2763,,,Naleczow,
857,Janina,Bawinek,Politechnika Krolewska,Pyrzyce,I,3327,,,Pyrzyce,
858,Eustachy,Kendziora,Uniwersytet Krolewski,Bielsko - Biala,IV,2414,,,Bielsko - Biala,
859,Karolina,Bromska,Politechnika Informatyczno-Elektroniczna,Debica,I,2480,,,Debica,
860,Robert,Rurski,Politechnika Informatyczno-Elektroniczna,Wejherowo,II,1955,,,Wejherowo,
861,Andrzej,Koziol,Politechnika Informatyczno-Elektroniczna,Szczyrk,V,1428,,,Szczyrk,
862,Dominika,Maslon,Uniwersytet Ekonomiczny,Zgorzelec,I,1175,,,Zgorzelec,
863,Martyn,Wisniewski,Politechnika Informatyczno-Elektroniczna,Zabrze,V,2380,,,Zabrze,
864,Elzbieta,Makalu,Uniwersytet Krolewski,Brzesko,V,2964,,,Brzesko,
865,Beata,Nowakowska,Uniwersytet Krolewski,Myszkow,III,3044,,,Myszkow,
866,Anna,Sawicka,Uniwersytet Krolewski,Nowy Targ,V,1134,,,Nowy Targ,
867,Elzbieta,Wieczorek,Politechnika Informatyczno-Elektroniczna,Pszczyna,IV,3214,,,Pszczyna,
868,Jerzy,Kaktus,Politechnika Informatyczno-Elektroniczna,Mordy,I,2732,,,Mordy,
869,Alicja,Cichocka,Uniwersytet Pedagogiczny,Sosnowiec,I,780,,,Sosnowiec,
870,Jolanta,Kukulska,Uniwersytet Rolniczy,Wolbrom,I,2523,,,Wolbrom,
871,Magdalena,Jackowska,Uniwersytet Krolewski,Wodzislaw Slaski,I,3178,,,Wodzislaw Slaski,
872,Dagmara,Szumska,Politechnika Informatyczno-Elektroniczna,Sanok,I,2039,,,Sanok,
873,Aleksandra,Paluch,Uniwersytet Krolewski,Ustron,I,2456,,,Ustron,
874,Marek,Markiewicz,Politechnika Informatyczno-Elektroniczna,Mikolow,I,620,,,Mikolow,
875,Roman,Arecki,Uniwersytet Krolewski,Siemianowice Slaskie,I,2086,,,Siemianowice Slaskie,
876,Mikolaj,Lisinski,Uniwersytet Krolewski,Szczecin,I,930,,,Szczecin,
877,Maria,Baron,Uniwersytet Krolewski,Bedzin,I,1112,,,Bedzin,
878,Grzegorz,Jaworski,Uniwersytet Sportu i Turystyki,Tarnowskie Gory,I,2185,,,Tarnowskie Gory,
879,Magdalena,Rysowicz,Politechnika Krolewska,Tychy,I,1731,,,Tychy,
880,Dominik,Marek,Uniwersytet Krolewski,Gliwice,IV,519,,,Gliwice,
881,Franciszek,Kucharski,Politechnika Informatyczno-Elektroniczna,Tarnobrzeg,IV,2317,,,Tarnobrzeg,
882,Urszula,Czajka,Uniwersytet Krolewski,Katowice,II,1846,,,Katowice,
883,Anna,Szyma,Politechnika Informatyczno-Elektroniczna,Rogoznik,IV,753,,,Rogoznik,
884,Radomil,Grudzien,Politechnika Krolewska,Jedrzejow,V,2077,,,Jedrzejow,
885,Wladyslawa,Konwicka,Politechnika Informatyczno-Elektroniczna,Swietochlowice,V,1259,,,Swietochlowice,
886,Jadwiga,Osinska,Politechnika Informatyczno-Elektroniczna,Strzelce Opolskie,II,1004,,,Strzelce Opolskie,
887,Stefan,Kalinowski,Uniwersytet Rolniczy,Myslowice,II,1932,,,Myslowice,
888,Karol,Myrcik,Politechnika Informatyczno-Elektroniczna,Rybnik,II,2011,,,Rybnik,
889,Anna,Oman,Politechnika Informatyczno-Elektroniczna,Jedrzejow,I,1445,,,Jedrzejow,
890,Piotr,Bajer,Politechnika Informatyczno-Elektroniczna,Rajcza,I,2408,,,Rajcza,
891,Paulina,Wierzchowska,Politechnika Informatyczno-Elektroniczna,Katowice,I,1554,,,Katowice,
892,Zofia,Chalupka,Uniwersytet Krolewski,Kudowa-Slone,II,3255,,,Kudowa-Slone,
893,Celina,Mirow,Politechnika Informatyczno-Elektroniczna,Wroclaw,I,2732,,,Wroclaw,
894,Tadeusz,Kotowicz,Politechnika Informatyczno-Elektroniczna,Katowice,II,1950,,,Katowice,
895,Elzbieta,Wielgus,Politechnika Krolewska,Bytom,III,2581,,,Bytom,
896,Elzbieta,Kwiatkowska,Uniwersytet Krolewski,Kalisz,III,1590,,,Kalisz,
897,Malgorzata,Pisarskiewicz,Politechnika Krolewska,Tarnow,I,3064,,,Tarnow,
898,Sobieslaw,Bulwan,Politechnika Krolewska,Leczyca,I,970,,,Leczyca,
899,Dorota,Marchewka,Akademia Sztuk Pieknych,Wisla,III,1632,,,Wisla,
900,Patrycja,Metz,Uniwersytet Krolewski,Tychy,I,1547,,,Tychy,
901,Zachariasz,Jakimow,Uniwersytet Krolewski,Rybnik,IV,527,,,Rybnik,
902,Jakub,Malarski,Politechnika Informatyczno-Elektroniczna,Bozewo,IV,2104,,,Bozewo,
903,Oskar,Rakowski,Uniwersytet Krolewski,Dabrowa Gornicza,I,475,,,Dabrowa Gornicza,
904,Tomasz,Dudzinski,Politechnika Informatyczno-Elektroniczna,Warszawa,V,744,,,Warszawa,
905,Jaromir,Szybki,Politechnika Informatyczno-Elektroniczna,Gieblo,IV,679,,,Gieblo,
906,Krzysztof,Linus,Uniwersytet Krolewski,Rzeszow,I,2232,,,Rzeszow,
907,Andrzej,Inny,Uniwersytet Krolewski,Zambrow,I,1525,,,Zambrow,
908,Wojciech,Batory,Akademia Sztuk Pieknych,Bochnia,II,1442,,,Bochnia,
909,Monika,Drzewiecka,Politechnika Informatyczno-Elektroniczna,Olkusz,I,1736,,,Olkusz,
910,Renata,Kalwas,Politechnika Informatyczno-Elektroniczna,Rzeszow,IV,1252,,,Rzeszow,
911,Jan,Sztonyk,Politechnika Informatyczno-Elektroniczna,Radom,I,2533,,,Radom,
912,Kacper,Kita,Uniwersytet Krolewski,Slawkow,I,2006,,,Slawkow,
913,Zofia,Kruszewska,Politechnika Informatyczno-Elektroniczna,Wodzislaw Slaski,V,1700,,,Wodzislaw Slaski,
914,Radzimierz,Wojciechowski,Uniwersytet Krolewski,Rzeszow,III,555,,,Rzeszow,
915,Wojciech,Augustowski,Politechnika Informatyczno-Elektroniczna,Koniakow,II,814,,,Koniakow,
916,Barbara,Chudzik,Uniwersytet Krolewski,Katowice,III,3011,,,Katowice,
917,Wojtek,Trzconka,Uniwersytet Krolewski,Miechow,V,1913,,,Miechow,
918,Aleksy,Wur,Politechnika Informatyczno-Elektroniczna,Debica,V,1021,,,Debica,
919,Bogumila,Piotrowska,Politechnika Krolewska,Katowice,II,3306,,,Katowice,
920,Natalia,Sikorska,Akademia Sztuk Pieknych,Swietochlowice,I,2452,,,Swietochlowice,
921,Hanna,Pietrzyk,Uniwersytet Krolewski,Nowy Targ,I,2589,,,Nowy Targ,
922,Malgorzata,Janowska,Politechnika Informatyczno-Elektroniczna,Krzeszowice,II,1464,,,Krzeszowice,
923,Danuta,Chmielewska,Politechnika Informatyczno-Elektroniczna,Tomaszow Lubelski,V,1936,,,Tomaszow Lubelski,
924,Pawel,Banasiak,Politechnika Informatyczno-Elektroniczna,Alwernia,I,3317,,,Alwernia,
925,Adam,Zareba,Politechnika Informatyczno-Elektroniczna,Nowy Sacz,I,985,,,Nowy Sacz,
926,Fryderyka,Krzyskow,Uniwersytet Krolewski,Tworog,IV,2117,,,Tworog,
927,Ewa,Sochacka,Uniwersytet Muzyczny,Nowy Targ,I,2333,,,Nowy Targ,
928,Kacper,Starachowicz,Politechnika Krolewska,Tarnobrzeg,II,1802,,,Tarnobrzeg,
929,Renata,Banachowicz,Politechnika Informatyczno-Elektroniczna,Piotrkow Trybunalski,I,464,,,Piotrkow Trybunalski,
930,Donald,Bakowski,Akademia Sztuk Pieknych,Slawkow,I,1410,,,Slawkow,
931,Roza,Labaziewicz,Uniwersytet Pedagogiczny,Dlugopole-Zdroj,II,2958,,,Dlugopole-Zdroj,
932,Artur,Blotny,Uniwersytet Rolniczy,Raciborz,I,1641,,,Raciborz,
933,Adam,Paterek,Politechnika Krolewska,Wodzislaw Slaski,I,2559,,,Wodzislaw Slaski,
934,Magdalena,Kulig,Politechnika Informatyczno-Elektroniczna,Wodzislaw Slaski,I,715,,,Wodzislaw Slaski,
935,Pawel,Banasiewicz,Politechnika Informatyczno-Elektroniczna,Bytom,I,579,,,Bytom,
936,Wiktor,Buchta,Uniwersytet Rolniczy,Krosno,III,1652,,,Krosno,
937,Sobieslaw,Symanski,Uniwersytet Krolewski,Ogrodzieniec,II,983,,,Ogrodzieniec,
938,Dariusz,Kowalczyk,Uniwersytet Krolewski,Nowy Targ,III,2441,,,Nowy Targ,
939,Mieszko,Lewy,Politechnika Krolewska,Zabrze,II,1408,,,Zabrze,
940,Wiktoria,Gumienny,Politechnika Krolewska,Rabka,I,855,,,Rabka,
941,Sylwia,Filipowicz,Politechnika Informatyczno-Elektroniczna,Koscian,II,2693,,,Koscian,
942,Zofia,Maciarz,Politechnika Krolewska,Jaworzynka,V,1299,,,Jaworzynka,
943,Frydryk,Alancki,Uniwersytet Sportu i Turystyki,Miedzyrzecze,III,2855,,,Miedzyrzecze,
944,Patrycja,Roman,Uniwersytet Krolewski,Torun,I,3345,,,Torun,
945,Jolanta,Chmiel,Uniwersytet Krolewski,Poraj,I,1300,,,Poraj,
946,Boleslaw,Bialowasicz,Politechnika Informatyczno-Elektroniczna,Przemysl,I,2057,,,Przemysl,
947,Agnieszka,Stachowiak,Uniwersytet Pedagogiczny,Katowice,I,3199,,,Katowice,
948,Bronislawa,Ludwig,Uniwersytet Krolewski,Warszawa,III,1400,,,Warszawa,
949,Wojciech,Iwanski,Uniwersytet Pedagogiczny,Bezledy,II,2580,,,Bezledy,
950,Elzbieta,Zagorska,Politechnika Krolewska,Ledziny,IV,486,,,Ledziny,
951,Wielislaw,Watroba,Politechnika Informatyczno-Elektroniczna,Swietochlowice,III,1035,,,Swietochlowice,
952,Kamil,Bartnik,Politechnika Informatyczno-Elektroniczna,Elblag,I,1718,,,Elblag,
953,Zygmunt,Grzmil,Politechnika Informatyczno-Elektroniczna,Prudnik,II,1346,,,Prudnik,
954,Mateusz,Kawicki,Politechnika Informatyczno-Elektroniczna,Bielsk Podlaski,I,3253,,,Bielsk Podlaski,
955,Mateusz,Mazurkiewicz,Politechnika Informatyczno-Elektroniczna,Wojkowice,I,3000,,,Wojkowice,
956,Cecylia,Boguslawska,Politechnika Krolewska,Szczyrk,IV,1225,,,Szczyrk,
957,Alicja,Urbanczyk,Uniwersytet Ekonomiczny,Szczyrk,I,3022,,,Szczyrk,
958,Jan,Kamyk,Uniwersytet Rolniczy,Bielsko - Biala,I,2899,,,Bielsko - Biala,
959,Anna,Pytka,Politechnika Krolewska,Tarnow,I,1146,,,Tarnow,
960,Ryszard,Grabowski,Politechnika Informatyczno-Elektroniczna,Gdansk,III,728,,,Gdansk,
961,Janusz,Smitkowski,Politechnika Krolewska,Pszczyna,V,2238,,,Pszczyna,
962,Jan,Karbowniczek,Politechnika Informatyczno-Elektroniczna,Pyrzyce,IV,2865,,,Pyrzyce,
963,Teresa,Wozniak,Uniwersytet Krolewski,Tarnow,II,3094,,,Tarnow,
964,Mateusz,Chwalinski,Politechnika Krolewska,Wlodowice,I,1802,,,Wlodowice,
965,Wojciech,Sobczak,Politechnika Krolewska,Kuznia Raciborska,I,2626,,,Kuznia Raciborska,
966,Zofia,Klein,Politechnika Krolewska,Kuznia Raciborska,III,849,,,Kuznia Raciborska,
967,Eustachy,Pustulka,Uniwersytet Krolewski,Dabrowa Gornicza,III,1080,,,Dabrowa Gornicza,
968,Lucyna,Sokolowska,Politechnika Krolewska,Koniakow,II,2284,,,Koniakow,
969,Rafal,Rybak,Politechnika Informatyczno-Elektroniczna,Dobieszowice,II,1366,,,Dobieszowice,
970,Agnieszka,Baranowska,Uniwersytet Krolewski,Pszczyna,I,772,,,Pszczyna,
971,Anna,Szafranska,Politechnika Informatyczno-Elektroniczna,Bielsko - Biala,I,1671,,,Bielsko - Biala,
972,Malgorzata,Koczorowska,Politechnika Informatyczno-Elektroniczna,Katowice,I,431,,,Katowice,
973,Gracja,Warecka,Politechnika Krolewska,Siewierz,II,3030,,,Siewierz,
974,Michal,Piechota,Uniwersytet Ekonomiczny,Chorzow,V,1748,,,Chorzow,
975,Krystyna,Brylka,Politechnika Informatyczno-Elektroniczna,Glucholazy,V,2256,,,Glucholazy,
976,Filip,Harazim,Uniwersytet Krolewski,Zawiercie,I,883,,,Zawiercie,
977,Maria,Bakala,Uniwersytet Krolewski,Jastrzebie-Zdroj,I,2293,,,Jastrzebie-Zdroj,
978,Piotr,Jablonski,Politechnika Informatyczno-Elektroniczna,Sanok,V,1185,,,Sanok,
979,Michal,Powietrzynski,Uniwersytet Krolewski,Radom,I,2260,,,Radom,
980,Adelajda,Sobczak,Politechnika Informatyczno-Elektroniczna,Trzebinia,I,1087,,,Trzebinia,
981,Ryszard,Skrzypczyk,Politechnika Krolewska,Cieszyn,III,1049,,,Cieszyn,
982,Marek,Marciniak,Uniwersytet Krolewski,Rabka,I,827,,,Rabka,
983,Slawomir,Afganski,Uniwersytet Muzyczny,Wolbrom,II,1583,,,Wolbrom,
984,Jolanta,Marcz,Politechnika Krolewska,Wolbrom,I,573,,,Wolbrom,
985,Tomasz,Kania,Uniwersytet Krolewski,Strzelce Opolskie,I,2458,,,Strzelce Opolskie,
986,Barbara,Krzeczkowska,Politechnika Informatyczno-Elektroniczna,Zamosc,I,1418,,,Zamosc,
987,Zuzanna,Walczynska,Politechnika Krolewska,Wadowice,I,1035,,,Wadowice,
988,Gabriela,Zajac,Politechnika Krolewska,Cieszyn,II,1757,,,Cieszyn,
989,Henryk,Walczak,Uniwersytet Krolewski,Bedzin,II,923,,,Bedzin,
990,Kuba,Kaminska,Uniwersytet Krolewski,Bytom,II,1274,,,Bytom,
991,Wieslaw,Bananowski,Politechnika Informatyczno-Elektroniczna,Bielsko - Biala,II,2930,,,Bielsko - Biala,
992,Roman,Szumylowicz,Politechnika Informatyczno-Elektroniczna,Kedzierzyn-Kozle,IV,1176,,,Kedzierzyn-Kozle,
993,Bronislaw,Hubertus,Uniwersytet Pedagogiczny,Gieraltowice,I,2912,,,Gieraltowice,
994,Roman,Buszek,Uniwersytet Krolewski,Bezledy,II,771,,,Bezledy,
995,Ewa,Szepelak,Politechnika Informatyczno-Elektroniczna,Plock,I,2284,,,Plock,
996,Szymon,Wcislowski,Uniwersytet Rolniczy,Gryfice,II,1444,,,Gryfice,
997,Aleksandra,Pietak,Uniwersytet Krolewski,Ciechanow,I,2499,,,Ciechanow,
998,Kacper,Berkowski,Uniwersytet Muzyczny,Otmuchow,I,1127,,,Otmuchow,
999,Jagoda,Szmaglinska,Politechnika Krolewska,Siewierz,I,605,,,Siewierz,
1000,Mariusz,Morawski,Politechnika Krolewska,Rajcza,IV,467,,,Rajcza,
1001,Natalia,Kochman,Akademia Sztuk Pieknych,Skorogoszcz,I,2854,,,Skorogoszcz,
1002,Zofia,Bartczak,Politechnika Informatyczno-Elektroniczna,Zabrze,II,1551,,,Zabrze,
1003,Celina,Kubera,Uniwersytet Krolewski,Brzesko,IV,729,,,Brzesko,
1004,Faustyn,Katana,Politechnika Krolewska,Legionowo,I,3318,,,Legionowo,
1005,Amelia,Awast,Politechnika Krolewska,Glubczyce,I,3321,,,Glubczyce,
1006,Paulina,Michalak,Politechnika Krolewska,Tarnowskie Gory,I,1204,,,Tarnowskie Gory,
1007,Frydryk,Wenc,Politechnika Informatyczno-Elektroniczna,Poznan,V,1452,,,Poznan,
1008,Aleksander,Bolkowski,Politechnika Krolewska,Wisla,I,3247,,,Wisla,
1009,Celestyna,Ozga,Politechnika Informatyczno-Elektroniczna,Dabrowa Gornicza,II,1377,,,Dabrowa Gornicza,
1010,Lucja,Wicinska,Uniwersytet Krolewski,Katowice,I,2180,,,Katowice,
1011,Jerzy,Gibki,Uniwersytet Krolewski,Mikolow,III,1770,,,Mikolow,
1012,Halina,Klimaszewska,Politechnika Informatyczno-Elektroniczna,Szamotuly,I,2138,,,Szamotuly,
1013,Mateusz,Wolny,Uniwersytet Pedagogiczny,Wlodowice,V,1240,,,Wlodowice,
1014,Jadwiga,Tarkowska,Politechnika Informatyczno-Elektroniczna,Tychy,II,558,,,Tychy,
1015,Tomasz,Bansik,Uniwersytet Krolewski,Naleczow,II,2355,,,Naleczow,
1016,Zofia,Staniec,Politechnika Krolewska,Karniewo,II,610,,,Karniewo,
1017,Jerzy,Barankiewicz,Politechnika Krolewska,Olkusz,I,869,,,Olkusz,
1018,Anna,Ludwin,Uniwersytet Krolewski,Barwinek,IV,2514,,,Barwinek,
1019,Jaroslaw,Nowik,Politechnika Krolewska,Nowy Sacz,III,3069,,,Nowy Sacz,
1020,Kamil,Kozlowski,Uniwersytet Pedagogiczny,Wolbrom,V,843,,,Wolbrom,
1021,Anna,Klubicka,Politechnika Informatyczno-Elektroniczna,Pulawy,I,2039,,,Pulawy,
1022,Paulina,Barcik,Uniwersytet Krolewski,Zakopane,I,821,,,Zakopane,
1023,Edyta,Wojcik,Politechnika Informatyczno-Elektroniczna,Katowice,III,2649,,,Katowice,
1024,Karol,Brodowicz,Politechnika Krolewska,Jaslo,IV,1519,,,Jaslo,
1025,Kamil,Malek,Uniwersytet Ekonomiczny,Miechow,II,2719,,,Miechow,
1026,Ewa,Holda,Politechnika Informatyczno-Elektroniczna,Wejherowo,II,628,,,Wejherowo,
1027,Anna,Krakowska,Politechnika Informatyczno-Elektroniczna,Glubczyce,I,3035,,,Glubczyce,
1028,Honorata,Jasinska,Politechnika Informatyczno-Elektroniczna,Dabrowa Gornicza,II,530,,,Dabrowa Gornicza,
1029,Roman,Badurzewski,Politechnika Informatyczno-Elektroniczna,Rabka,I,2135,,,Rabka,
1030,Mateusz,Switaj,Politechnika Krolewska,Limanowa,I,1947,,,Limanowa,
1031,Franciszek,Piaty,Politechnika Informatyczno-Elektroniczna,Jejkowice,IV,1202,,,Jejkowice,
1032,Mikolaj,Pietras,Politechnika Krolewska,Gliwice,I,2686,,,Gliwice,
1033,Urszula,Misiak,Politechnika Krolewska,Ustron,II,590,,,Ustron,
1034,Anna,Halinowska,Politechnika Informatyczno-Elektroniczna,Swietochlowice,I,1934,,,Swietochlowice,
1035,Antoni,Borowicz,Uniwersytet Krolewski,Olkusz,IV,2699,,,Olkusz,
1036,Jozef,Maj,Politechnika Informatyczno-Elektroniczna,Jaworzno,II,1191,,,Jaworzno,
1037,Zofia,Miejska,Akademia Sztuk Pieknych,Przemysl,II,3283,,,Przemysl,
1038,Andrzej,Dubala,Politechnika Informatyczno-Elektroniczna,Siemianowice Slaskie,I,2519,,,Siemianowice Slaskie,
1039,Wincenty,Klimkiewicz,Uniwersytet Krolewski,Raciborz,I,1416,,,Raciborz,
1040,Zdzislawa,Hejak,Politechnika Informatyczno-Elektroniczna,Przemysl,IV,2233,,,Przemysl,
1041,Franciszek,Leszczynski,Uniwersytet Krolewski,Myslowice,IV,2676,,,Myslowice,
1042,Maksym,Majewski,Politechnika Informatyczno-Elektroniczna,Lomza,III,1309,,,Lomza,
1043,Kamil,Kucharski,Politechnika Informatyczno-Elektroniczna,Wolbrom,II,923,,,Wolbrom,
1044,Elwira,Banowicz,Politechnika Krolewska,Jastrzebie-Zdroj,I,1397,,,Jastrzebie-Zdroj,
1045,Zofia,Skrzydlewska,Politechnika Informatyczno-Elektroniczna,Siemianowice Slaskie,V,1545,,,Siemianowice Slaskie,
1046,Miloslaw,Kozik,Politechnika Informatyczno-Elektroniczna,Sosnicowice,III,2367,,,Sosnicowice,
1047,Danuta,Kowalczyk,Wyzsza Szko�a Techniczna,Wroclaw,V,2844,,,Wroclaw,
1048,Hanna,Aleksy,Uniwersytet Sportu i Turystyki,Ciechanow,I,3031,,,Ciechanow,
1049,Alina,Literacka,Uniwersytet Krolewski,Kielce,I,576,,,Kielce,
1050,Karol,Medrzec,Uniwersytet Krolewski,Malbork,II,1603,,,Malbork,
1051,Anastazja,Grabowska,Politechnika Informatyczno-Elektroniczna,Mikolow,V,2706,,,Mikolow,
1052,Malgorzata,Katowska,Politechnika Informatyczno-Elektroniczna,Slawkow,I,3076,,,Slawkow,
1053,Adam,Wolski,Politechnika Informatyczno-Elektroniczna,Miechow,I,3241,,,Miechow,
1054,Dorota,Roos,Uniwersytet Sportu i Turystyki,Ledziny,I,852,,,Ledziny,
1055,Ewa,Baranicz,Politechnika Krolewska,Bielsk Podlaski,I,2580,,,Bielsk Podlaski,
1056,Serafin,Symanski,Politechnika Informatyczno-Elektroniczna,Katowice,II,683,,,Katowice,
1057,Wioletta,Maciejewska,Politechnika Informatyczno-Elektroniczna,Kalisz,V,668,,,Kalisz,
1058,Julita,Ciecierska,Uniwersytet Krolewski,Kuznia Raciborska,I,1273,,,Kuznia Raciborska,
1059,Natalia,Kosciuszko,Uniwersytet Krolewski,Zawiercie,I,1628,,,Zawiercie,
1060,Karina,Siwczynska,Politechnika Informatyczno-Elektroniczna,Kielce,III,1035,,,Kielce,
1061,Katarzyna,Augustynik,Politechnika Informatyczno-Elektroniczna,Sosnowiec,I,3052,,,Sosnowiec,
1062,Danuta,Bialecka,Politechnika Informatyczno-Elektroniczna,Limanowa,I,685,,,Limanowa,
1063,Damian,Wanad,Uniwersytet Krolewski,Tarnowskie Gory,I,1651,,,Tarnowskie Gory,
